GENE.SYMBOL,PROMOTER.CHROM,PROMOTER.START,PROMOTER.END,PROMOTER.TSS,SE.PEAK,SE.CHROM,SE.START,SE.END,SE.CENTER,DISTANCE.PROM.ENH.KB,RANKED.DISTANCE,SE.LOG2FC,GENE.LOG2FC,GENE.BASEMEAN,GENE.LOG2FC.PADJ
MELK,chr9,36571859,36573859,36572859,1_NA_peak_73198_lociStitched,chr9,36665692,36667671,36666681,93.822,1,-2.911853643,-0.627012575,5822.748661,7.28E-24
METRNL,chr17,81036567,81038567,81037567,4_NA_peak_30266_lociStitched,chr17,81142109,81152153,81147131,109.564,2,-2.905997945,-0.672379629,2579.684464,1.63E-14
TMEM161B-AS1,chr5,87563712,87565712,87564712,1_NA_peak_57493_lociStitched,chr5,87733565,87733781,87733673,168.961,2,-2.905764095,-1.183453066,239.2445708,4.49E-05
DYNAP,chr18,52253988,52255988,52254988,2_NA_peak_31279_lociStitched,chr18,52471694,52475027,52473360,218.372,2,-2.897498775,-1.671590557,163.2408095,1.34E-06
PHPT1,chr9,139742176,139744176,139743176,1_NA_peak_75238_lociStitched,chr9,139736047,139736345,139736196,6.98,2,-2.895464433,-0.900732614,2392.599492,2.58E-22
CENPN,chr16,81039103,81041103,81040103,1_NA_peak_26561_lociStitched,chr16,80602525,80604487,80603506,436.597,2,-2.894169736,-0.881902117,2218.018511,7.74E-19
IRS1,chr2,227663475,227665475,227664475,4_NA_peak_40300_lociStitched,chr2,227339935,227355252,227347593,316.882,1,-2.874099225,-0.658455802,4291.552286,6.54E-20
SERPINA1,chr14,94856030,94858030,94857030,2_NA_peak_22303_lociStitched,chr14,95063781,95076694,95070237,213.207,2,-2.870148863,-5.36695469,774.5028895,5.68E-154
TLE4,chr9,82185688,82187688,82186688,1_NA_peak_73506_lociStitched,chr9,82425402,82425629,82425515,238.827,1,-2.866429249,-3.768894992,479.405211,1.95E-71
ABCA10,chr17,67239987,67241987,67240987,3_NA_peak_29514_lociStitched,chr17,67263371,67265512,67264441,23.454,1,-2.861985904,-2.424582221,204.0029057,1.65E-14
ABCA5,chr17,67322385,67324385,67323385,3_NA_peak_29514_lociStitched,chr17,67263371,67265512,67264441,58.944,2,-2.861985904,-0.859376845,198.2348967,0.012056108
TGFB2,chr1,218518577,218520577,218519577,4_NA_peak_6237_lociStitched,chr1,218757153,218766004,218761578,242.001,1,-2.85957669,-2.055439389,1222.713703,1.77E-62
KRT7,chr12,52625304,52627304,52626304,NA_peak_15562,chr12,52615638,52618690,52617164,9.14,1,-2.855779789,-1.704326636,580.1746276,0.004410848
NEK6,chr9,127018885,127020885,127019885,1_NA_peak_74602_lociStitched,chr9,126981133,126981519,126981326,38.559,1,-2.853712449,-1.099704462,2294.223614,1.51E-32
KIAA1598,chr10,118885097,118887097,118886097,1_NA_peak_10189_lociStitched,chr10,118706940,118707594,118707267,178.83,1,-2.853622317,-0.659525042,370.7330076,0.007823367
ABHD17C,chr15,80971025,80973025,80972025,1_NA_peak_24417_lociStitched,chr15,80840300,80844384,80842342,129.683,1,-2.849223435,-0.663026748,1524.130087,2.10E-08
ARNT2,chr15,80695692,80697692,80696692,1_NA_peak_24417_lociStitched,chr15,80840300,80844384,80842342,145.65,2,-2.849223435,-1.391134911,479.5622372,3.37E-12
CCDC88B,chr11,64106695,64108695,64107695,NA_peak_12049,chr11,64115523,64116738,64116130,8.435,1,-2.847994925,-0.591451884,217.178034,0.066405917
TRIB2,chr2,12856015,12858015,12857015,2_NA_peak_34873_lociStitched,chr2,12958908,12959926,12959417,102.402,1,-2.847220219,-1.345047402,1581.821244,2.55E-32
KRT86,chr12,52642084,52644084,52643084,NA_peak_15569,chr12,52640150,52642269,52641209,1.875,1,-2.83675137,-2.99256697,143.1834715,2.25E-14
HOTAIRM1,chr7,27134266,27136266,27135266,1_NA_peak_65583_lociStitched,chr7,26998690,26999250,26998970,136.296,2,-2.829896596,-1.039238367,1095.117916,1.27E-14
SYT1,chr12,79256773,79258773,79257773,1_NA_peak_16605_lociStitched,chr12,79117833,79119067,79118450,139.323,1,-2.825526464,-0.883465113,562.9405032,1.37E-06
ANKMY2,chr7,16684442,16686442,16685442,2_NA_peak_65222_lociStitched,chr7,16524114,16525386,16524750,160.692,1,-2.821629336,-0.594219341,3850.688159,5.74E-17
BZW2,chr7,16684756,16686756,16685756,2_NA_peak_65222_lociStitched,chr7,16524114,16525386,16524750,161.006,2,-2.821629336,-0.510825006,6263.675266,3.56E-18
DHCR7,chr11,71162914,71164914,71163914,1_NA_peak_12425_lociStitched,chr11,71254127,71254410,71254268,90.354,2,-2.82001783,-0.669444581,5054.123952,7.16E-27
PDGFRB,chr5,149534435,149536435,149535435,1_NA_peak_59064_lociStitched,chr5,149540901,149541346,149541123,5.688,1,-2.813681154,-4.661761581,165.9258085,1.41E-32
RNPS1P1,chr4,11372599,11374599,11373599,2_NA_peak_51037_lociStitched,chr4,11544655,11550657,11547656,174.057,2,-2.803934358,-0.573106133,130.1630098,0.18040694
RABL5,chr7,100964104,100966104,100965104,1_NA_peak_67197_lociStitched,chr7,101273201,101275605,101274403,309.299,2,-2.799476754,-0.892881841,1238.032325,3.35E-12
GOLM1,chr9,88714088,88716088,88715088,1_NA_peak_73607_lociStitched,chr9,88741724,88742965,88742344,27.256,1,-2.798083039,-0.531463143,5490.568144,7.91E-16
KRT80,chr12,52584784,52586784,52585784,NA_peak_15557,chr12,52600231,52602040,52601135,15.351,2,-2.797675675,-3.755829847,6130.246789,0
BNIP3P1,chr14,28732596,28734596,28733596,3_NA_peak_20541_lociStitched,chr14,28764263,28778647,28771455,37.859,1,-2.796845316,-0.884116795,483.7789805,4.92E-05
PROM2,chr2,95939201,95941201,95940201,1_NA_peak_37019_lociStitched,chr2,95943315,95944893,95944104,3.903,1,-2.796187025,-2.926791276,148.7874705,8.12E-16
MCM2,chr3,127316066,127318066,127317066,1_NA_peak_48475_lociStitched,chr3,127174572,127176317,127175444,141.622,1,-2.795898703,-0.569755965,19260.81324,1.72E-48
KIF7,chr15,90197682,90199682,90198682,1_NA_peak_24621_lociStitched,chr15,90205543,90206639,90206091,7.409,1,-2.795046403,-1.175325558,107.0768389,0.010227519
TICRR,chr15,90117713,90119713,90118713,1_NA_peak_24621_lociStitched,chr15,90205543,90206639,90206091,87.378,2,-2.795046403,-0.627375476,2523.003634,3.39E-10
NAV2,chr11,19371271,19373271,19372271,1_NA_peak_11094_lociStitched,chr11,19617715,19618172,19617943,245.672,1,-2.785439179,-4.665292924,503.4633092,7.23E-71
AC083843.1,chr8,135809515,135811515,135810515,3_NA_peak_72076_lociStitched,chr8,136199578,136203108,136201343,390.828,1,-2.784376387,-1.012401772,555.7183159,1.37E-06
ABLIM3,chr5,148520046,148522046,148521046,1_NA_peak_58986_lociStitched,chr5,148417058,148417289,148417173,103.873,2,-2.783741778,-0.63379366,8774.068966,4.23E-35
SH3TC2,chr5,148441726,148443726,148442726,1_NA_peak_58986_lociStitched,chr5,148417058,148417289,148417173,25.553,1,-2.783741778,-3.483169543,1353.631052,1.11E-136
AKAP1,chr17,55161453,55163453,55162453,1_NA_peak_28948_lociStitched,chr17,55184048,55186483,55185265,22.812,1,-2.783177738,-0.564443494,4927.841308,1.19E-18
ICK,chr6,52925600,52927600,52926600,3_NA_peak_61881_lociStitched,chr6,52906392,52914625,52910508,16.092,2,-2.780410316,-1.520534596,2516.299135,1.21E-66
ZCCHC24,chr10,81204383,81206383,81205383,2_NA_peak_9236_lociStitched,chr10,81247560,81248670,81248115,42.732,2,-2.766635015,-1.045355361,1938.125581,1.08E-26
LCTL,chr15,66857317,66859317,66858317,1_NA_peak_23938_lociStitched,chr15,67094447,67096485,67095466,237.149,2,-2.76531959,-1.332909767,297.8309843,1.52E-06
CKLF,chr16,66585466,66587466,66586466,2_NA_peak_26098_lociStitched,chr16,66602510,66604358,66603434,16.968,2,-2.764994423,-0.569754742,618.4160456,0.002030966
CMTM1,chr16,66599294,66601294,66600294,2_NA_peak_26098_lociStitched,chr16,66602510,66604358,66603434,3.14,1,-2.764994423,-0.786721035,109.9248475,0.078305323
IQCD,chr12,113657899,113659899,113658899,1_NA_peak_17656_lociStitched,chr12,113651778,113653600,113652689,6.21,2,-2.755825982,-0.552162744,170.1395609,0.151056469
TRMT61A,chr14,103994521,103996521,103995521,2_NA_peak_22758_lociStitched,chr14,104003165,104008198,104005681,10.16,1,-2.755481131,-0.540759516,1930.106929,3.47E-07
DYNAP,chr18,52253988,52255988,52254988,1_NA_peak_31284_lociStitched,chr18,52519728,52520317,52520022,265.034,2,-2.75471907,-1.671590557,163.2408095,1.34E-06
SH3RF2,chr5,145315142,145317142,145316142,1_NA_peak_58912_lociStitched,chr5,145061442,145061769,145061605,254.537,1,-2.748983292,-0.99075533,479.5066298,8.48E-06
RNASEH2B,chr13,51482814,51484814,51483814,4_NA_peak_19134_lociStitched,chr13,51287237,51296263,51291750,192.064,1,-2.748359137,-0.546595771,2035.780441,6.02E-08
RPS10,chr6,34392902,34394902,34393902,1_NA_peak_61245_lociStitched,chr6,34511040,34512076,34511558,117.656,1,-2.747787533,-1.072613801,372.1133412,1.93E-06
LSM5,chr7,32533895,32535895,32534895,1_NA_peak_65724_lociStitched,chr7,32115702,32117121,32116411,418.484,1,-2.745066467,-0.541681955,4236.112276,1.95E-15
ANKMY2,chr7,16684442,16686442,16685442,2_NA_peak_65221_lociStitched,chr7,16385301,16386838,16386069,299.373,1,-2.727029215,-0.594219341,3850.688159,5.74E-17
BZW2,chr7,16684756,16686756,16685756,2_NA_peak_65221_lociStitched,chr7,16385301,16386838,16386069,299.687,2,-2.727029215,-0.510825006,6263.675266,3.56E-18
ARHGEF17,chr11,73018334,73020334,73019334,2_NA_peak_12496_lociStitched,chr11,72967802,72969782,72968792,50.542,2,-2.717565671,-0.954967809,2485.232147,1.74E-25
PTS,chr11,112096088,112098088,112097088,4_NA_peak_13405_lociStitched,chr11,112481595,112485126,112483360,386.272,2,-2.715062457,-0.565956484,1235.055398,2.02E-05
ADAM15,chr1,155022042,155024042,155023042,1_NA_peak_4440_lociStitched,chr1,155017185,155017463,155017324,5.718,2,-2.713086888,-0.616594859,4475.820328,1.14E-18
C9orf3,chr9,97487983,97489983,97488983,5_NA_peak_73802_lociStitched,chr9,97623081,97647930,97635505,146.522,1,-2.710778908,-1.486712159,975.641776,4.11E-23
FXN,chr9,71649175,71651175,71650175,1_NA_peak_73300_lociStitched,chr9,71991183,71991563,71991373,341.198,2,-2.701690484,-0.70466516,923.1626459,7.84E-06
HIBADH,chr7,27701614,27703614,27702614,1_NA_peak_65606_lociStitched,chr7,27493352,27494244,27493798,208.816,2,-2.698648203,-0.564236471,3878.617135,3.69E-15
AC009403.2,chr7,155436899,155438899,155437899,2_NA_peak_68593_lociStitched,chr7,155677488,155678992,155678240,240.341,2,-2.693364194,-1.215510989,189.5686407,0.001343118
RNASEH2B,chr13,51482814,51484814,51483814,4_NA_peak_19123_lociStitched,chr13,51190751,51201077,51195914,287.9,1,-2.682220356,-0.546595771,2035.780441,6.02E-08
ABCA10,chr17,67239987,67241987,67240987,4_NA_peak_29511_lociStitched,chr17,67169281,67176089,67172685,68.302,1,-2.677344084,-2.424582221,204.0029057,1.65E-14
ABCA5,chr17,67322385,67324385,67323385,4_NA_peak_29511_lociStitched,chr17,67169281,67176089,67172685,150.7,2,-2.677344084,-0.859376845,198.2348967,0.012056108
GAREM,chr18,30049447,30051447,30050447,1_NA_peak_30944_lociStitched,chr18,30536740,30537038,30536889,486.442,1,-2.676680055,-0.914132441,398.6081623,3.07E-05
PRICKLE1,chr12,42983157,42985157,42984157,1_NA_peak_15149_lociStitched,chr12,43350082,43357007,43353544,369.387,1,-2.666544984,-4.189169938,153.2996056,4.05E-27
LACTB,chr15,63412999,63414999,63413999,3_NA_peak_23777_lociStitched,chr15,63140420,63144039,63142229,271.77,2,-2.664952955,-0.635765179,3044.694419,1.32E-12
TPM1,chr15,63333831,63335831,63334831,3_NA_peak_23777_lociStitched,chr15,63140420,63144039,63142229,192.602,1,-2.664952955,-1.283834061,3723.536642,1.53E-64
ABCB9,chr12,123465196,123467196,123466196,1_NA_peak_18036_lociStitched,chr12,123547479,123548146,123547812,81.616,1,-2.657702313,-0.695061847,681.615411,9.83E-05
UBE2E3,chr2,181830975,181832975,181831975,3_NA_peak_39002_lociStitched,chr2,181369593,181390545,181380069,451.906,2,-2.654387623,-0.507593463,6076.146075,8.91E-16
RMI1,chr9,86594626,86596626,86595626,1_NA_peak_73587_lociStitched,chr9,86910755,86911890,86911322,315.696,1,-2.64897735,-0.596355939,1761.804213,1.96E-06
KIAA1683,chr19,18384319,18386319,18385319,4_NA_peak_33011_lociStitched,chr19,18369224,18374808,18372016,13.303,1,-2.645971997,-6.619170939,215.6258532,4.74E-11
TIMP2,chr17,76920469,76922469,76921469,NA_peak_29972,chr17,76954486,76954711,76954598,33.129,2,-2.64380045,-1.074956765,5651.446545,2.77E-73
TK2,chr16,66585447,66587447,66586447,2_NA_peak_26090_lociStitched,chr16,66440516,66443920,66442218,144.229,2,-2.641697427,-0.548337085,1677.795762,1.58E-06
ADAMTSL1,chr9,18472892,18474892,18473892,1_NA_peak_72718_lociStitched,chr9,18566138,18566780,18566459,92.567,1,-2.640532782,-1.767998209,295.7103946,5.66E-11
FOXC2,chr16,86599857,86601857,86600857,8_NA_peak_26833_lociStitched,chr16,86957493,86987041,86972267,371.41,1,-2.635685152,-0.59351411,131.4896532,0.174913462
MOB3C,chr1,47081563,47083563,47082563,1_NA_peak_2146_lociStitched,chr1,47076934,47078144,47077539,5.024,2,-2.63334261,-0.668934337,621.9492111,0.000278108
CTD-2203K17.1,chr5,33439725,33441725,33440725,1_NA_peak_56239_lociStitched,chr5,33641744,33643525,33642634,201.909,2,-2.626730212,-1.300760388,119.431064,0.001880107
TARS,chr5,33439802,33441802,33440802,1_NA_peak_56239_lociStitched,chr5,33641744,33643525,33642634,201.832,1,-2.626730212,-0.754896033,36154.14549,1.49E-104
GINS4,chr8,41385725,41387725,41386725,1_NA_peak_69667_lociStitched,chr8,40983535,40984226,40983880,402.845,2,-2.625388048,-0.504937659,4308.593292,7.19E-13
LINC01021,chr5,27471399,27473399,27472399,2_NA_peak_56123_lociStitched,chr5,27854512,27855233,27854872,382.473,1,-2.617728332,-1.295174056,578.3745363,1.33E-09
MPP5,chr14,67706826,67708826,67707826,1_NA_peak_21499_lociStitched,chr14,67653453,67653975,67653714,54.112,1,-2.617192882,-0.824393877,5266.150999,7.07E-38
SAP30L-AS1,chr5,153824410,153826410,153825410,4_NA_peak_59237_lociStitched,chr5,153768474,153784954,153776714,48.696,1,-2.612855105,-1.229110601,113.7943204,0.008171153
CDK20,chr9,90588668,90590668,90589668,1_NA_peak_73638_lociStitched,chr9,90299785,90300085,90299935,289.733,2,-2.601857084,-0.798507041,326.8278022,0.001642181
BAIAP2,chr17,79007948,79009948,79008948,1_NA_peak_30111_lociStitched,chr17,78994856,78995148,78995002,13.946,2,-2.601803822,-1.193686669,3531.832954,2.19E-48
BAIAP2-AS1,chr17,79007501,79009501,79008501,1_NA_peak_30111_lociStitched,chr17,78994856,78995148,78995002,13.499,1,-2.601803822,-0.715561792,1483.045322,1.07E-06
XXyac-YX65C7_A.2,chr6,169612349,169614349,169613349,1_NA_peak_64682_lociStitched,chr6,169399070,169400725,169399897,213.452,2,-2.595411078,-0.588519626,102.3813995,0.274395904
INPP5E,chr9,139333274,139335274,139334274,1_NA_peak_75217_lociStitched,chr9,139336635,139336888,139336761,2.487,1,-2.592356856,-0.702520212,1231.284266,1.61E-08
PMPCA,chr9,139304110,139306110,139305110,1_NA_peak_75217_lociStitched,chr9,139336635,139336888,139336761,31.651,2,-2.592356856,-0.579375041,5813.397941,2.50E-21
AGPAT9,chr4,84456067,84458067,84457067,1_NA_peak_52619_lociStitched,chr4,84811166,84812551,84811858,354.791,1,-2.585111793,-0.842060555,3842.487346,4.25E-27
STX18,chr4,4543073,4545073,4544073,1_NA_peak_50878_lociStitched,chr4,4763538,4766463,4765000,220.927,2,-2.583944278,-0.742818206,1684.657062,1.46E-10
NLRX1,chr11,119036277,119038277,119037277,1_NA_peak_13555_lociStitched,chr11,119046070,119046355,119046212,8.935,1,-2.581120258,-0.638603476,1904.144873,4.64E-10
TRIB2,chr2,12856015,12858015,12857015,3_NA_peak_34867_lociStitched,chr2,12689348,12697594,12693471,163.544,1,-2.579395228,-1.345047402,1581.821244,2.55E-32
MPP5,chr14,67706826,67708826,67707826,1_NA_peak_21498_lociStitched,chr14,67399104,67399778,67399441,308.385,1,-2.573644242,-0.824393877,5266.150999,7.07E-38
ADAMTSL1,chr9,18472892,18474892,18473892,1_NA_peak_72720_lociStitched,chr9,18658319,18658573,18658446,184.554,1,-2.563684422,-1.767998209,295.7103946,5.66E-11
SOX9,chr17,70116161,70118161,70117161,1_NA_peak_29582_lociStitched,chr17,70241130,70241736,70241433,124.272,2,-2.550379709,-1.690365193,7777.090891,1.05E-215
DPF3,chr14,73359809,73361809,73360809,2_NA_peak_21773_lociStitched,chr14,73211352,73213728,73212540,148.269,1,-2.541434716,-1.169139961,404.0689028,1.87E-07
TIMP2,chr17,76920469,76922469,76921469,1_NA_peak_29971_lociStitched,chr17,76928818,76933024,76930921,9.452,1,-2.54064384,-1.074956765,5651.446545,2.77E-73
CDKN2C,chr1,51425417,51427417,51426417,1_NA_peak_2181_lociStitched,chr1,51528229,51529419,51528824,102.407,1,-2.540498074,-1.185306873,3782.737393,3.59E-59
COPRS,chr17,30185356,30187356,30186356,2_NA_peak_27991_lociStitched,chr17,29951149,29956052,29953600,232.756,1,-2.537756602,-0.540680532,2827.717303,7.84E-09
H2AFY,chr5,134734604,134736604,134735604,1_NA_peak_58530_lociStitched,chr5,134829319,134829800,134829559,93.955,1,-2.537685153,-0.521380853,8803.519508,7.03E-26
SYT1,chr12,79256773,79258773,79257773,1_NA_peak_16622_lociStitched,chr12,79520728,79520944,79520836,263.063,1,-2.530930814,-0.883465113,562.9405032,1.37E-06
CTD-2366F13.1,chr5,52404672,52406672,52405672,3_NA_peak_56671_lociStitched,chr5,52540650,52559080,52549865,144.193,2,-2.528278855,-0.818207351,576.9137396,1.05E-05
TRIB2,chr2,12856015,12858015,12857015,1_NA_peak_34868_lociStitched,chr2,12728125,12728532,12728328,128.687,1,-2.527421646,-1.345047402,1581.821244,2.55E-32
C9orf3,chr9,97487983,97489983,97488983,1_NA_peak_73783_lociStitched,chr9,97411461,97412210,97411835,77.148,1,-2.526699879,-1.486712159,975.641776,4.11E-23
LOXL1,chr15,74217330,74219330,74218330,1_NA_peak_24187_lociStitched,chr15,73989015,73989541,73989278,229.052,2,-2.522493151,-1.334122495,422.4049554,4.86E-08
THBS1,chr15,39872280,39874280,39873280,1_NA_peak_23153_lociStitched,chr15,39505116,39507224,39506170,367.11,1,-2.517567282,-3.118956386,8841.141318,0
TIMP2,chr17,76920469,76922469,76921469,6_NA_peak_29967_lociStitched,chr17,76857242,76881517,76869379,52.09,2,-2.512730969,-1.074956765,5651.446545,2.77E-73
RP11-46C24.7,chr16,89283061,89285061,89284061,1_NA_peak_26918_lociStitched,chr16,89233539,89233991,89233765,50.296,2,-2.509787691,-1.210148527,236.2640213,4.53E-05
ELF4,chrX,129243691,129245691,129244691,1_NA_peak_76916_lociStitched,chrX,129307556,129308336,129307946,63.255,2,-2.509707692,-0.993612871,3452.084458,1.31E-36
TK2,chr16,66585447,66587447,66586447,1_NA_peak_26085_lociStitched,chr16,66304178,66304421,66304299,282.148,2,-2.508100241,-0.548337085,1677.795762,1.58E-06
EDIL3,chr5,83679611,83681611,83680611,4_NA_peak_57415_lociStitched,chr5,83214412,83222706,83218559,462.052,1,-2.506832166,-1.423641615,203.852644,3.57E-06
TRIB2,chr2,12856015,12858015,12857015,2_NA_peak_34876_lociStitched,chr2,12996245,12999138,12997691,140.676,1,-2.504908735,-1.345047402,1581.821244,2.55E-32
ZNRF1,chr16,75031928,75033928,75032928,1_NA_peak_26460_lociStitched,chr16,75098191,75098908,75098549,65.621,2,-2.504313714,-1.092866087,1714.444557,1.01E-22
C1R,chr12,7244203,7246203,7245203,1_NA_peak_14274_lociStitched,chr12,7186817,7187332,7187074,58.129,1,-2.492133987,-0.530956723,1598.672035,6.35E-06
C1RL-AS1,chr12,7259648,7261648,7260648,1_NA_peak_14274_lociStitched,chr12,7186817,7187332,7187074,73.574,2,-2.492133987,-2.046259498,579.4286902,1.45E-25
HIBADH,chr7,27701614,27703614,27702614,3_NA_peak_65610_lociStitched,chr7,27680530,27687742,27684136,18.478,1,-2.483245613,-0.564236471,3878.617135,3.69E-15
GKAP1,chr9,86443431,86445431,86444431,2_NA_peak_73579_lociStitched,chr9,86499957,86501038,86500497,56.066,2,-2.482624431,-0.945078005,312.645483,0.000683796
TENM4,chr11,79150992,79152992,79151992,2_NA_peak_12688_lociStitched,chr11,79125338,79126721,79126029,25.963,1,-2.474136548,-3.501130423,144.2948594,3.95E-18
GAREM,chr18,30049447,30051447,30050447,3_NA_peak_30941_lociStitched,chr18,30491879,30503455,30497667,447.22,1,-2.473675094,-0.914132441,398.6081623,3.07E-05
BICD1,chr12,32258769,32260769,32259769,1_NA_peak_15090_lociStitched,chr12,32267501,32270340,32268920,9.151,1,-2.470826765,-0.508382634,1626.641748,4.25E-06
COBLL1,chr2,165699189,165701189,165700189,1_NA_peak_38551_lociStitched,chr2,165244336,165246184,165245260,454.929,1,-2.470791567,-0.531383347,1273.340186,0.000141594
UBE2E3,chr2,181830975,181832975,181831975,3_NA_peak_39029_lociStitched,chr2,181970134,181973182,181971658,139.683,1,-2.466021743,-0.507593463,6076.146075,8.91E-16
PRKCA,chr17,64297754,64299754,64298754,4_NA_peak_29395_lociStitched,chr17,64268511,64273134,64270822,27.932,1,-2.464507686,-0.627781532,4015.986037,3.18E-19
UACA,chr15,71054932,71056932,71055932,1_NA_peak_24086_lociStitched,chr15,71000992,71001216,71001104,54.828,1,-2.462909647,-1.038114583,3125.352368,1.18E-39
TLE4,chr9,82185688,82187688,82186688,2_NA_peak_73502_lociStitched,chr9,81835816,81836880,81836348,350.34,2,-2.460595715,-3.768894992,479.405211,1.95E-71
KLF4,chr9,110251763,110253763,110252763,6_NA_peak_74107_lociStitched,chr9,110509384,110521487,110515435,262.672,1,-2.455699484,-1.18436795,1192.338717,4.62E-21
RAD23B,chr9,110044418,110046418,110045418,6_NA_peak_74107_lociStitched,chr9,110509384,110521487,110515435,470.017,2,-2.455699484,-0.50439317,12576.64707,3.95E-27
FABP5P7,chr11,59548195,59550195,59549195,1_NA_peak_11863_lociStitched,chr11,59895108,59895468,59895288,346.093,2,-2.452130013,-0.552006038,3855.625808,9.88E-13
MRPL16,chr11,59577345,59579345,59578345,1_NA_peak_11863_lociStitched,chr11,59895108,59895468,59895288,316.943,1,-2.452130013,-0.602075793,3030.708614,2.83E-09
COL16A1,chr1,32168920,32170920,32169920,2_NA_peak_1453_lociStitched,chr1,32154064,32168026,32161045,8.875,1,-2.449254545,-2.341533268,847.5753731,1.38E-51
RP11-218M22.1,chr12,739057,741057,740057,1_NA_peak_14063_lociStitched,chr12,719157,720011,719584,20.473,1,-2.443153055,-0.756974573,116.880009,0.108961819
ZC3H18,chr16,88635789,88637789,88636789,1_NA_peak_26893_lociStitched,chr16,88539863,88541065,88540464,96.325,2,-2.441953261,-0.61984766,6265.710807,1.28E-27
F3,chr1,95006356,95008356,95007356,1_NA_peak_3297_lociStitched,chr1,95025468,95026013,95025740,18.384,1,-2.44167986,-1.298537827,6753.046789,1.13E-118
ASUN,chr12,27090259,27092259,27091259,2_NA_peak_14906_lociStitched,chr12,26843528,26845326,26844427,246.832,2,-2.439411068,-0.655843638,6644.235134,5.64E-27
ARL2BP,chr16,57278010,57280010,57279010,2_NA_peak_26005_lociStitched,chr16,57310902,57312273,57311587,32.577,2,-2.437119713,-0.93073662,1962.536772,1.33E-21
C10orf10,chr10,45473258,45475258,45474258,2_NA_peak_8371_lociStitched,chr10,45469568,45479367,45474467,0.209,1,-2.436336232,-2.935444517,177.3302175,1.78E-15
RASSF4,chr10,45453855,45455855,45454855,2_NA_peak_8371_lociStitched,chr10,45469568,45479367,45474467,19.612,2,-2.436336232,-2.745272481,367.1098971,4.79E-26
AC083843.1,chr8,135809515,135811515,135810515,2_NA_peak_72080_lociStitched,chr8,136238316,136242112,136240214,429.699,1,-2.430185889,-1.012401772,555.7183159,1.37E-06
RP11-620J15.3,chr12,58328958,58330958,58329958,4_NA_peak_15879_lociStitched,chr12,58757928,58762194,58760061,430.103,1,-2.4249072,-0.7422241,793.0659198,4.23E-06
PPARG,chr3,12327867,12329867,12328867,5_NA_peak_45317_lociStitched,chr3,12436791,12448607,12442699,113.832,2,-2.424533524,-5.604995579,337.1058874,5.42E-11
RP11-25K19.1,chr8,60030599,60032599,60031599,1_NA_peak_70025_lociStitched,chr8,59933456,59933886,59933671,97.928,1,-2.422975068,-0.682173661,290.6023458,0.011684885
LOXL1,chr15,74217330,74219330,74218330,10_NA_peak_24196_lociStitched,chr15,74215036,74282691,74248863,30.533,2,-2.421375575,-1.334122495,422.4049554,4.86E-08
LOXL1-AS1,chr15,74219589,74221589,74220589,10_NA_peak_24196_lociStitched,chr15,74215036,74282691,74248863,28.274,1,-2.421375575,-1.567672048,500.4682053,4.83E-14
ADAT3,chr19,1904377,1906377,1905377,1_NA_peak_32017_lociStitched,chr19,1947890,1948242,1948066,42.689,2,-2.418999692,-0.684899063,309.5516033,0.034696765
ABHD17C,chr15,80971025,80973025,80972025,1_NA_peak_24410_lociStitched,chr15,80747647,80747910,80747778,224.247,2,-2.41899623,-0.663026748,1524.130087,2.10E-08
ARNT2,chr15,80695692,80697692,80696692,1_NA_peak_24410_lociStitched,chr15,80747647,80747910,80747778,51.086,1,-2.41899623,-1.391134911,479.5622372,3.37E-12
LACTB,chr15,63412999,63414999,63413999,2_NA_peak_23780_lociStitched,chr15,63186448,63190462,63188455,225.544,2,-2.418604875,-0.635765179,3044.694419,1.32E-12
TPM1,chr15,63333831,63335831,63334831,2_NA_peak_23780_lociStitched,chr15,63186448,63190462,63188455,146.376,1,-2.418604875,-1.283834061,3723.536642,1.53E-64
ANKEF1,chr20,9965774,9967774,9966774,1_NA_peak_41158_lociStitched,chr20,9936633,9937153,9936893,29.881,1,-2.412419409,-1.180385606,556.0588126,7.63E-10
UQCC2,chr6,33678504,33680504,33679504,5_NA_peak_61214_lociStitched,chr6,33659919,33670349,33665134,14.37,1,-2.408490904,-0.762161661,3749.162447,4.55E-23
USP38,chr4,144105070,144107070,144106070,1_NA_peak_54120_lociStitched,chr4,143946039,143946300,143946169,159.901,1,-2.407103865,-0.504731459,3026.358399,1.08E-08
WDFY3-AS2,chr4,85886538,85888538,85887538,1_NA_peak_52633_lociStitched,chr4,85734819,85736749,85735784,151.754,1,-2.394801233,-0.556435059,211.7592692,0.114914717
PDGFRB,chr5,149534435,149536435,149535435,1_NA_peak_59063_lociStitched,chr5,149522440,149523600,149523020,12.415,1,-2.390512617,-4.661761581,165.9258085,1.41E-32
ASUN,chr12,27090259,27092259,27091259,1_NA_peak_14908_lociStitched,chr12,26901414,26902600,26902007,189.252,2,-2.389759409,-0.655843638,6644.235134,5.64E-27
NUBP1,chr16,10836643,10838643,10837643,1_NA_peak_25232_lociStitched,chr16,10921587,10922226,10921906,84.263,2,-2.38602848,-0.72282854,600.4634681,0.000133496
CLN6,chr15,68548549,68550549,68549549,2_NA_peak_24031_lociStitched,chr15,68828374,68829936,68829155,279.606,2,-2.381282858,-0.958959941,2603.241834,1.29E-25
