GENE.SYMBOL,PROMOTER.CHROM,PROMOTER.START,PROMOTER.END,PROMOTER.TSS,SE.PEAK,SE.CHROM,SE.START,SE.END,SE.CENTER,DISTANCE.PROM.ENH.KB,RANKED.DISTANCE,SE.LOG2FC,GENE.LOG2FC,GENE.BASEMEAN,GENE.LOG2FC.PADJ
FOXN3,chr14,90084493,90086493,90085493,1_NA_peak_22146_lociStitched,chr14,90096676,90098488,90097582,12.089,1,4.523791959,2.219729745,1311.587718,5.55E-68
FOXN3,chr14,90084493,90086493,90085493,1_NA_peak_22147_lociStitched,chr14,90117252,90117468,90117360,31.867,1,4.075590949,2.219729745,1311.587718,5.55E-68
FOXN3,chr14,90084493,90086493,90085493,1_NA_peak_22148_lociStitched,chr14,90167621,90168632,90168126,82.633,1,2.356201288,2.219729745,1311.587718,5.55E-68
FOXN3,chr14,90084493,90086493,90085493,1_NA_peak_22134_lociStitched,chr14,89770026,89770843,89770434,315.059,1,1.93093255,2.219729745,1311.587718,5.55E-68
FOXN3,chr14,90084493,90086493,90085493,4_NA_peak_22138_lociStitched,chr14,89974258,89977500,89975879,109.614,1,1.997892633,2.219729745,1311.587718,5.55E-68
FOXN3,chr14,90084493,90086493,90085493,4_NA_peak_22141_lociStitched,chr14,90006013,90020276,90013144,72.349,1,2.540381307,2.219729745,1311.587718,5.55E-68
FOXP1,chr3,71632140,71634140,71633140,11_NA_peak_47031_lociStitched,chr3,72031097,72081717,72056407,423.267,1,2.967453233,0.894018941,4334.143945,3.57E-36
FOXP1,chr3,71632140,71634140,71633140,1_NA_peak_47023_lociStitched,chr3,71729948,71730808,71730378,97.238,1,1.80692353,0.894018941,4334.143945,3.57E-36
FOXQ1,chr6,1311675,1313675,1312675,1_NA_peak_59996_lociStitched,chr6,1598384,1598885,1598634,285.959,2,2.873953973,2.862350939,276.1868873,2.51E-22
FRMD4A,chr10,14503141,14505141,14504141,1_NA_peak_7608_lociStitched,chr10,14227175,14227457,14227316,276.825,1,2.057480251,1.876440197,1311.854247,2.33E-48
FUT8,chr14,65876310,65878310,65877310,3_NA_peak_21462_lociStitched,chr14,65786088,65790269,65788178,89.132,1,2.948658379,0.787132768,6565.573486,5.48E-44
FYN,chr6,112193655,112195655,112194655,1_NA_peak_62980_lociStitched,chr6,112215325,112215775,112215550,20.895,1,1.534094205,1.292673553,3508.676207,3.04E-64
FYN,chr6,112193655,112195655,112194655,1_NA_peak_62995_lociStitched,chr6,112496332,112496996,112496664,302.009,2,9.504132526,1.292673553,3508.676207,3.04E-64
FYN,chr6,112193655,112195655,112194655,6_NA_peak_62997_lociStitched,chr6,112548357,112571509,112559933,365.278,2,2.118597315,1.292673553,3508.676207,3.04E-64
FYN,chr6,112193655,112195655,112194655,1_NA_peak_62988_lociStitched,chr6,112337142,112337623,112337382,142.727,2,4.319518978,1.292673553,3508.676207,3.04E-64
FYN,chr6,112193655,112195655,112194655,1_NA_peak_62994_lociStitched,chr6,112475591,112476561,112476076,281.421,2,1.904803514,1.292673553,3508.676207,3.04E-64
GAB2,chr11,78128394,78130394,78129394,3_NA_peak_12677_lociStitched,chr11,78130888,78143394,78137141,7.747,1,1.517222225,1.372696982,1440.330174,1.43E-27
GALNS,chr16,88922378,88924378,88923378,1_NA_peak_26913_lociStitched,chr16,88971006,88972027,88971516,48.138,1,3.607554318,0.544560156,2080.179353,9.45E-07
GCA,chr2,163174350,163176350,163175350,1_NA_peak_38524_lociStitched,chr2,163588523,163588786,163588654,413.304,1,3.115377094,0.527932902,192.3479557,0.142893375
GCC2,chr2,109064017,109066017,109065017,1_NA_peak_37354_lociStitched,chr2,108939826,108942945,108941385,123.632,1,2.017001319,0.517367178,2889.265354,1.43E-09
GCLC,chr6,53480768,53482768,53481768,2_NA_peak_61914_lociStitched,chr6,53617412,53618776,53618094,136.326,2,1.874675148,1.118616827,2669.778529,8.30E-39
GCLC,chr6,53480768,53482768,53481768,2_NA_peak_61906_lociStitched,chr6,53515666,53516734,53516200,34.432,1,2.071346209,1.118616827,2669.778529,8.30E-39
GCLC,chr6,53480768,53482768,53481768,2_NA_peak_61897_lociStitched,chr6,53381552,53382431,53381991,99.777,2,1.631789072,1.118616827,2669.778529,8.30E-39
GCLC,chr6,53480768,53482768,53481768,2_NA_peak_61901_lociStitched,chr6,53456870,53459265,53458067,23.701,1,1.717008106,1.118616827,2669.778529,8.30E-39
GCLC,chr6,53480768,53482768,53481768,1_NA_peak_61896_lociStitched,chr6,53357061,53362922,53359991,121.777,2,1.524394952,1.118616827,2669.778529,8.30E-39
GDNF,chr5,37838788,37840788,37839788,1_NA_peak_56374_lociStitched,chr5,37614225,37616710,37615467,224.321,1,1.672368697,0.968798951,235.1658666,0.00126902
GDPD1,chr17,57296828,57298828,57297828,2_NA_peak_29054_lociStitched,chr17,57386024,57387011,57386517,88.689,2,2.572211865,0.954230812,634.5678504,3.67E-07
GFOD1,chr6,13486894,13488894,13487894,2_NA_peak_60409_lociStitched,chr6,13480640,13481975,13481307,6.587,1,1.745357118,1.209414509,346.3736877,3.39E-06
GFOD1,chr6,13486894,13488894,13487894,2_NA_peak_60412_lociStitched,chr6,13500677,13501399,13501038,13.144,1,1.850466455,1.209414509,346.3736877,3.39E-06
GJA1,chr6,121755838,121757838,121756838,1_NA_peak_63202_lociStitched,chr6,121918895,121919911,121919403,162.565,1,1.818752422,0.543990712,4594.452386,2.94E-15
GJA3,chr13,20734188,20736188,20735188,2_NA_peak_18314_lociStitched,chr13,20692821,20695294,20694057,41.131,1,3.938705763,0.670190997,259.3486389,0.042673119
GJB2,chr13,20766037,20768037,20767037,2_NA_peak_18314_lociStitched,chr13,20692821,20695294,20694057,72.98,2,3.938705763,5.372956348,214.5230657,0.004156187
GLI3,chr7,42276469,42278469,42277469,7_NA_peak_65931_lociStitched,chr7,41848941,41875378,41862159,415.31,2,1.858558366,0.573604807,1485.603686,1.43E-05
GLTSCR1L,chr6,42748765,42750765,42749765,1_NA_peak_61532_lociStitched,chr6,42709825,42710148,42709986,39.779,2,2.1483156,0.810232522,1119.969343,2.88E-08
GM2A,chr5,150590711,150592711,150591711,1_NA_peak_59140_lociStitched,chr5,150563661,150563945,150563803,27.908,2,2.111457661,0.759208846,4319.749352,1.20E-28
GNG11,chr7,93550011,93552011,93551011,NA_peak_66986,chr7,93512859,93513146,93513002,38.009,2,1.956563714,1.643493918,6550.548003,4.91E-167
GNG11,chr7,93550011,93552011,93551011,2_NA_peak_66991_lociStitched,chr7,93587796,93589091,93588443,37.432,1,1.6512528,1.643493918,6550.548003,4.91E-167
GNG11,chr7,93550011,93552011,93551011,NA_peak_66989,chr7,93543495,93544400,93543947,7.064,1,1.774417846,1.643493918,6550.548003,4.91E-167
GNG4,chr1,235813054,235815054,235814054,1_NA_peak_6823_lociStitched,chr1,235751630,235752664,235752147,61.907,1,2.317922641,0.858766331,511.3603109,1.68E-05
GPR107,chr9,132814705,132816705,132815705,1_NA_peak_74971_lociStitched,chr9,132834151,132836449,132835300,19.595,1,2.436422882,0.857752161,8346.951815,1.80E-59
GPR107,chr9,132814705,132816705,132815705,2_NA_peak_74964_lociStitched,chr9,132753611,132758781,132756196,59.509,2,1.602041609,0.857752161,8346.951815,1.80E-59
GPR124,chr8,37640709,37642709,37641709,3_NA_peak_69547_lociStitched,chr8,37678681,37696513,37687597,45.888,2,1.740274383,1.534277096,1295.12961,8.70E-30
GPR126,chr6,142621991,142623991,142622991,2_NA_peak_63894_lociStitched,chr6,142473357,142477708,142475532,147.459,2,1.626066738,0.617309899,895.7235856,5.42E-05
GPR126,chr6,142621991,142623991,142622991,1_NA_peak_63895_lociStitched,chr6,142619057,142620145,142619601,3.39,1,3.023758296,0.617309899,895.7235856,5.42E-05
GPR137B,chr1,236304832,236306832,236305832,1_NA_peak_6856_lociStitched,chr1,236252463,236252933,236252698,53.134,2,2.12889238,0.863392586,769.0228224,6.09E-07
GPR137B,chr1,236304832,236306832,236305832,2_NA_peak_6854_lociStitched,chr1,236187050,236189100,236188075,117.757,2,1.746390614,0.863392586,769.0228224,6.09E-07
GPR137B,chr1,236304832,236306832,236305832,1_NA_peak_6864_lociStitched,chr1,236367578,236368134,236367856,62.024,1,4.358312587,0.863392586,769.0228224,6.09E-07
GPR161,chr1,168105821,168107821,168106821,2_NA_peak_4826_lociStitched,chr1,168050403,168051615,168051009,55.812,2,1.941108036,0.537223225,1520.138198,3.90E-06
GS1-358P8.4,chrX,24562633,24564633,24563633,1_NA_peak_75905_lociStitched,chrX,24532020,24532266,24532143,31.49,1,4.595390473,1.174792881,769.7213613,2.38E-12
GS1-44D20.1,chr8,70040833,70042833,70041833,8_NA_peak_70207_lociStitched,chr8,69671578,69684301,69677939,363.894,1,1.644630371,1.320953665,194.0049439,6.07E-05
GS1-44D20.1,chr8,70040833,70042833,70041833,2_NA_peak_70205_lociStitched,chr8,69646379,69647178,69646778,395.055,1,3.936747901,1.320953665,194.0049439,6.07E-05
GTDC1,chr2,145089135,145091135,145090135,1_NA_peak_38016_lociStitched,chr2,144940776,144942172,144941474,148.661,1,5.536961943,0.940268858,537.9283589,9.11E-07
GTDC1,chr2,145089135,145091135,145090135,2_NA_peak_38028_lociStitched,chr2,145211746,145213210,145212478,122.343,2,2.612003149,0.940268858,537.9283589,9.11E-07
GTDC1,chr2,145089135,145091135,145090135,2_NA_peak_38013_lociStitched,chr2,144887706,144890642,144889174,200.961,1,2.035464092,0.940268858,537.9283589,9.11E-07
GTDC1,chr2,145089135,145091135,145090135,1_NA_peak_38034_lociStitched,chr2,145327949,145328303,145328126,237.991,2,2.596340181,0.940268858,537.9283589,9.11E-07
GTDC1,chr2,145089135,145091135,145090135,2_NA_peak_38009_lociStitched,chr2,144771430,144774472,144772951,317.184,1,2.666706475,0.940268858,537.9283589,9.11E-07
GTF2E1,chr3,120460484,120462484,120461484,2_NA_peak_48276_lociStitched,chr3,120360557,120364215,120362386,99.098,2,1.974289461,0.851802716,1663.329624,3.01E-15
GTF3C3,chr2,197663449,197665449,197664449,2_NA_peak_39458_lociStitched,chr2,197873182,197874557,197873869,209.42,2,1.678311016,0.598627441,6514.647944,9.59E-23
GUCY1A2,chr11,106888250,106890250,106889250,1_NA_peak_13181_lociStitched,chr11,106639564,106639858,106639711,249.539,2,1.975965538,1.211604216,500.4825225,2.15E-09
GUCY1A2,chr11,106888250,106890250,106889250,1_NA_peak_13183_lociStitched,chr11,106774795,106776590,106775692,113.558,2,2.252187931,1.211604216,500.4825225,2.15E-09
HACE1,chr6,105306794,105308794,105307794,2_NA_peak_62756_lociStitched,chr6,105131125,105137863,105134494,173.3,1,2.003299883,0.66626963,1559.094,6.37E-09
HACL1,chr3,15642338,15644338,15643338,1_NA_peak_45434_lociStitched,chr3,15657768,15658218,15657993,14.655,1,2.170048735,0.586625572,2132.782176,4.87E-09
HACL1,chr3,15642338,15644338,15643338,2_NA_peak_45444_lociStitched,chr3,15750055,15751874,15750964,107.626,2,2.397553514,0.586625572,2132.782176,4.87E-09
HADHB,chr2,26465038,26467038,26466038,1_NA_peak_35130_lociStitched,chr2,26367485,26368466,26367975,98.063,1,1.663945887,0.514111128,5419.632148,9.07E-17
HAPLN3,chr15,89437857,89439857,89438857,1_NA_peak_24590_lociStitched,chr15,89481410,89483967,89482688,43.831,2,3.097312882,3.792851706,136.6405192,5.64E-15
HEG1,chr3,124773802,124775802,124774802,1_NA_peak_48409_lociStitched,chr3,124933954,124934182,124934068,159.266,2,3.09189157,0.573031494,13186.5269,2.39E-36
HIC1,chr17,1956448,1958448,1957448,1_NA_peak_27143_lociStitched,chr17,2040078,2040580,2040329,82.881,1,1.508390807,0.79187385,348.9438117,0.003495587
HINT3,chr6,126276927,126278927,126277927,5_NA_peak_63267_lociStitched,chr6,126235363,126246439,126240901,37.026,1,1.705318465,0.9281543,1967.158377,1.10E-18
HIVEP1,chr6,12007995,12009995,12008995,2_NA_peak_60341_lociStitched,chr6,12182534,12183861,12183197,174.202,1,2.126955242,0.783619909,2091.777063,2.04E-15
HLX,chr1,221050699,221052699,221051699,4_NA_peak_6317_lociStitched,chr1,221130335,221136099,221133217,81.518,1,2.730898372,1.137050155,2564.329096,7.72E-38
HLX,chr1,221050699,221052699,221051699,5_NA_peak_6325_lociStitched,chr1,221270678,221275016,221272847,221.148,1,1.60943201,1.137050155,2564.329096,7.72E-38
HMBOX1,chr8,28746911,28748911,28747911,5_NA_peak_69337_lociStitched,chr8,28912658,28931114,28921886,173.975,2,2.152607322,1.173028733,882.0754035,6.28E-14
HOMER1,chr5,78809040,78811040,78810040,1_NA_peak_57315_lociStitched,chr5,78855854,78859245,78857549,47.509,1,2.715735597,0.518171844,1289.856096,5.22E-05
HOMER2,chr15,83653661,83655661,83654661,1_NA_peak_24468_lociStitched,chr15,83606299,83606548,83606423,48.238,1,2.639829129,0.681341723,1190.005755,4.01E-07
HRASLS,chr3,192957914,192959914,192958914,1_NA_peak_50507_lociStitched,chr3,193110291,193110514,193110402,151.488,1,1.565162013,1.181924643,349.3754056,1.48E-05
HRH1,chr3,11177779,11179779,11178779,2_NA_peak_45256_lociStitched,chr3,11405479,11409068,11407273,228.494,2,2.285477518,1.081092233,5443.164593,2.45E-69
HS3ST3A1,chr17,13504244,13506244,13505244,1_NA_peak_27507_lociStitched,chr17,13297333,13297662,13297497,207.747,1,1.983064813,1.188759664,140.1506221,0.002844372
HSD17B12,chr11,43576986,43578986,43577986,2_NA_peak_11608_lociStitched,chr11,43529575,43530932,43530253,47.733,1,2.226835075,0.651569097,2108.302609,7.79E-10
HSP90AB1,chr6,44213824,44215824,44214824,NA_peak_61639,chr6,44217418,44217791,44217604,2.78,1,1.546003763,0.511857922,252418.257,3.48E-114
IAH1,chr2,9612787,9614787,9613787,2_NA_peak_34708_lociStitched,chr2,9628103,9629728,9628915,15.128,1,1.967514269,2.051588786,542.7543791,1.61E-16
ICAM5,chr19,10399657,10401657,10400657,2_NA_peak_32525_lociStitched,chr19,10403260,10417521,10410390,9.733,1,1.981951429,3.804024653,1752.005235,9.24E-172
IER2,chr19,13260229,13262229,13261229,2_NA_peak_32718_lociStitched,chr19,13385712,13388895,13387303,126.074,1,1.881522927,0.891949997,7382.948756,6.72E-58
IER2,chr19,13260229,13262229,13261229,NA_peak_32711,chr19,13287480,13287730,13287605,26.376,1,2.497722541,0.891949997,7382.948756,6.72E-58
IFI44,chr1,79114481,79116481,79115481,1_NA_peak_2813_lociStitched,chr1,78960085,78962947,78961516,153.965,2,1.704100392,1.257098898,4961.883003,8.60E-80
IFI44L,chr1,79084607,79086607,79085607,1_NA_peak_2813_lociStitched,chr1,78960085,78962947,78961516,124.091,1,1.704100392,2.028493306,509.9040989,3.81E-19
IFITM3,chr11,326537,328537,327537,4_NA_peak_10533_lociStitched,chr11,326605,330881,328743,1.206,1,3.110712072,0.565302632,14192.74796,9.80E-42
IL1A,chr2,113541167,113543167,113542167,NA_peak_37504,chr2,113586480,113586813,113586646,44.479,2,4.079294727,1.299462712,5007.584097,9.00E-86
IL1A,chr2,113541167,113543167,113542167,NA_peak_37505,chr2,113587003,113599620,113593311,51.144,2,3.511044411,1.299462712,5007.584097,9.00E-86
IL1A,chr2,113541167,113543167,113542167,NA_peak_37482,chr2,113536095,113537526,113536810,5.357,1,2.243096929,1.299462712,5007.584097,9.00E-86
IL1B,chr2,113593480,113595480,113594480,NA_peak_37504,chr2,113586480,113586813,113586646,7.834,1,4.079294727,7.61635532,37165.80945,0
IL1B,chr2,113593480,113595480,113594480,NA_peak_37505,chr2,113587003,113599620,113593311,1.169,1,3.511044411,7.61635532,37165.80945,0
IL1RAP,chr3,190230840,190232840,190231840,2_NA_peak_50421_lociStitched,chr3,190457282,190458436,190457859,226.019,1,2.125616028,0.523233625,2988.547552,1.38E-09
IL1RAP,chr3,190230840,190232840,190231840,2_NA_peak_50417_lociStitched,chr3,190388156,190396387,190392271,160.431,1,2.803499828,0.523233625,2988.547552,1.38E-09
IL1RAP,chr3,190230840,190232840,190231840,1_NA_peak_50413_lociStitched,chr3,190337193,190337450,190337321,105.481,1,2.071832041,0.523233625,2988.547552,1.38E-09
IMPACT,chr18,22005580,22007580,22006580,1_NA_peak_30778_lociStitched,chr18,22094100,22094316,22094208,87.628,1,1.987758839,0.523696057,2476.61738,1.64E-08
INHBA,chr7,41741706,41743706,41742706,7_NA_peak_65931_lociStitched,chr7,41848941,41875378,41862159,119.453,1,1.858558366,5.524156222,2947.832921,0
INHBA,chr7,41741706,41743706,41742706,2_NA_peak_65915_lociStitched,chr7,41363564,41373225,41368394,374.312,1,1.627328287,5.524156222,2947.832921,0
INHBA,chr7,41741706,41743706,41742706,2_NA_peak_65926_lociStitched,chr7,41771388,41773822,41772605,29.899,1,2.426687265,5.524156222,2947.832921,0
INPP5F,chr10,121484609,121486609,121485609,1_NA_peak_10279_lociStitched,chr10,121567644,121568044,121567844,82.235,1,1.915877882,0.668363204,2201.392705,5.09E-11
INPP5F,chr10,121484609,121486609,121485609,7_NA_peak_10272_lociStitched,chr10,121520675,121539196,121529935,44.326,1,2.176401074,0.668363204,2201.392705,5.09E-11
IQCG,chr3,197686013,197688013,197687013,3_NA_peak_50730_lociStitched,chr3,197633095,197640447,197636771,50.242,2,2.450747783,2.34316237,1728.885086,2.23E-96
IRF2BP2,chr1,234744271,234746271,234745271,1_NA_peak_6751_lociStitched,chr1,234680309,234680568,234680438,64.833,1,1.541280847,0.818412878,2261.92366,1.63E-18
IRX3,chr16,54319675,54321675,54320675,1_NA_peak_25925_lociStitched,chr16,54481752,54482095,54481923,161.248,1,2.762063428,0.99760167,222.2451371,0.002635177
IRX3,chr16,54319675,54321675,54320675,1_NA_peak_25926_lociStitched,chr16,54526647,54526978,54526812,206.137,1,4.443446792,0.99760167,222.2451371,0.002635177
ISG20,chr15,89178384,89180384,89179384,1_NA_peak_24582_lociStitched,chr15,89192025,89192425,89192225,12.841,1,2.440800064,2.742074118,217.6977131,8.58E-14
ITGA1,chr5,52082730,52084730,52083730,3_NA_peak_56623_lociStitched,chr5,52053333,52054992,52054162,29.568,1,1.896930972,3.270684256,1370.746881,4.49E-126
ITGA5,chr12,54812244,54814244,54813244,1_NA_peak_15707_lociStitched,chr12,54896701,54896954,54896827,83.583,2,2.435543754,1.743677877,43954.51295,0
ITGA6,chr2,173291082,173293082,173292082,1_NA_peak_38733_lociStitched,chr2,173204861,173205537,173205199,86.883,1,1.950303187,0.72745264,29501.31536,6.79E-103
ITPK1,chr14,93581665,93583665,93582665,3_NA_peak_22242_lociStitched,chr14,93545080,93553203,93549141,33.524,1,1.825515459,0.595000136,1997.757354,4.64E-09
ITPK1,chr14,93581665,93583665,93582665,1_NA_peak_22238_lociStitched,chr14,93364303,93365114,93364708,217.957,2,1.956373634,0.595000136,1997.757354,4.64E-09
ITPR1,chr3,4534032,4536032,4535032,1_NA_peak_45073_lociStitched,chr3,4837917,4838356,4838136,303.104,2,1.70526033,1.634114016,5085.531981,8.66E-141
ITSN2,chr2,24582583,24584583,24583583,6_NA_peak_35069_lociStitched,chr2,24468514,24493391,24480952,102.631,1,2.185231332,0.610545543,3427.984736,1.76E-14
JARID2,chr6,15245527,15247527,15246527,5_NA_peak_60490_lociStitched,chr6,15061443,15067798,15064620,181.907,2,1.51832594,0.950245667,4654.630556,6.12E-45
JHDM1D,chr7,139875835,139877835,139876835,4_NA_peak_68260_lociStitched,chr7,139898448,139913259,139905853,29.018,2,2.388503104,1.673485365,2116.748606,1.32E-54
JHDM1D-AS1,chr7,139876061,139878061,139877061,4_NA_peak_68260_lociStitched,chr7,139898448,139913259,139905853,28.792,1,2.388503104,0.573540529,196.005527,0.107157037
KBTBD8,chr3,67047727,67049727,67048727,3_NA_peak_46905_lociStitched,chr3,67132040,67143868,67137954,89.227,1,1.86788398,0.939563394,493.7021807,7.04E-05
KCNAB2,chr1,6050526,6052526,6051526,2_NA_peak_162_lociStitched,chr1,6040331,6043897,6042114,9.412,1,1.764989429,1.420794182,10263.73642,1.11E-175
KCNAB2,chr1,6050526,6052526,6051526,3_NA_peak_159_lociStitched,chr1,5975782,5978677,5977229,74.297,1,3.247772509,1.420794182,10263.73642,1.11E-175
KCNMB4,chr12,70759056,70761056,70760056,1_NA_peak_16275_lociStitched,chr12,70698201,70704834,70701517,58.539,1,1.582102523,2.100129684,523.2915829,5.23E-25
KDELR3,chr22,38863067,38865067,38864067,1_NA_peak_44530_lociStitched,chr22,38846131,38846377,38846254,17.813,1,1.727380825,0.949555204,1385.835876,6.44E-15
KDR,chr4,55990756,55992756,55991756,1_NA_peak_51939_lociStitched,chr4,55885018,55885673,55885345,106.411,1,3.271010392,3.423391841,207.0942317,8.25E-21
KIAA0754,chr1,39875151,39877151,39876151,1_NA_peak_1805_lociStitched,chr1,39897096,39898558,39897827,21.676,1,3.100939832,0.52343727,4582.614095,1.74E-13
KIAA1211,chr4,57035361,57037361,57036361,1_NA_peak_51984_lociStitched,chr4,57014003,57015481,57014742,21.619,1,2.436325558,2.350261896,767.2992021,8.74E-43
KIAA1211,chr4,57035361,57037361,57036361,1_NA_peak_51983_lociStitched,chr4,56914856,56916214,56915535,120.826,2,2.002763344,2.350261896,767.2992021,8.74E-43
KIAA1217,chr10,23982675,23984675,23983675,1_NA_peak_7847_lociStitched,chr10,23843694,23848784,23846239,137.436,2,2.322050761,1.196140817,2524.739665,1.38E-40
KIAA1217,chr10,23982675,23984675,23983675,2_NA_peak_7848_lociStitched,chr10,23931543,23933468,23932505,51.17,1,4.669807281,1.196140817,2524.739665,1.38E-40
KIF13B,chr8,29119641,29121641,29120641,1_NA_peak_69361_lociStitched,chr8,29316851,29317294,29317072,196.431,2,4.577514895,0.78629802,1913.980963,5.88E-14
KIF13B,chr8,29119641,29121641,29120641,2_NA_peak_69366_lociStitched,chr8,29413350,29420356,29416853,296.212,2,2.168738824,0.78629802,1913.980963,5.88E-14
KIF13B,chr8,29119641,29121641,29120641,1_NA_peak_69342_lociStitched,chr8,28945451,28945741,28945596,175.045,2,1.920449406,0.78629802,1913.980963,5.88E-14
KLF12,chr13,74707394,74709394,74708394,1_NA_peak_19388_lociStitched,chr13,74231307,74231523,74231415,476.979,1,1.638025191,0.58957396,1451.168511,1.30E-06
KLF12,chr13,74707394,74709394,74708394,2_NA_peak_19390_lociStitched,chr13,74251433,74252638,74252035,456.359,1,4.579613187,0.58957396,1451.168511,1.30E-06
KLF5,chr13,73628114,73630114,73629114,1_NA_peak_19364_lociStitched,chr13,73848324,73849399,73848861,219.747,2,1.67781649,1.201514134,911.06361,1.55E-15
KLF6,chr10,3826473,3828473,3827473,1_NA_peak_7274_lociStitched,chr10,3536425,3537628,3537026,290.447,1,3.815621696,0.613604299,5829.599933,7.80E-25
KLHL29,chr2,23607088,23609088,23608088,4_NA_peak_35039_lociStitched,chr2,23635156,23653670,23644413,36.325,1,1.68219879,1.437832446,1835.242355,6.70E-26
LANCL1,chr2,211341376,211343376,211342376,1_NA_peak_39843_lociStitched,chr2,211491654,211492635,211492144,149.768,2,1.724209944,0.904911146,6876.468299,1.39E-41
LEPROTL1,chr8,29951914,29953914,29952914,2_NA_peak_69390_lociStitched,chr8,29705349,29710813,29708081,244.833,2,1.60925461,0.660741494,1935.107395,3.42E-10
LEPROTL1,chr8,29951914,29953914,29952914,9_NA_peak_69381_lociStitched,chr8,29609185,29629189,29619187,333.727,2,1.700196948,0.660741494,1935.107395,3.42E-10
LINC00702,chr10,4285104,4287104,4286104,1_NA_peak_7325_lociStitched,chr10,4263906,4264129,4264017,22.087,1,1.606165871,1.367353807,114.3402827,0.007692196
LINC00702,chr10,4285104,4287104,4286104,2_NA_peak_7336_lociStitched,chr10,4343709,4345772,4344740,58.636,1,3.173354533,1.367353807,114.3402827,0.007692196
LINC00702,chr10,4285104,4287104,4286104,2_NA_peak_7344_lociStitched,chr10,4493172,4494042,4493607,207.503,2,1.785450403,1.367353807,114.3402827,0.007692196
LPIN1,chr2,11816721,11818721,11817721,1_NA_peak_34847_lociStitched,chr2,12222353,12222752,12222552,404.831,2,2.196513629,1.012590989,5803.931055,6.47E-61
LPP,chr3,187870072,187872072,187871072,1_NA_peak_50241_lociStitched,chr3,187799552,187800307,187799929,71.143,1,1.96294016,0.923108984,5164.172556,2.05E-30
LPP,chr3,187870072,187872072,187871072,1_NA_peak_50264_lociStitched,chr3,188227845,188228101,188227973,356.901,2,1.868282603,0.923108984,5164.172556,2.05E-30
LPP,chr3,187870072,187872072,187871072,1_NA_peak_50263_lociStitched,chr3,188214306,188214749,188214527,343.455,2,1.758550115,0.923108984,5164.172556,2.05E-30
LRBA,chr4,151935879,151937879,151936879,1_NA_peak_54334_lociStitched,chr4,151883711,151884110,151883910,52.969,1,1.662603682,0.590878401,8339.607305,7.77E-24
LRFN5,chr14,42075773,42077773,42076773,1_NA_peak_20813_lociStitched,chr14,42218838,42219130,42218984,142.211,1,1.896810769,2.732922213,283.1199491,4.25E-15
LRIG1,chr3,66550687,66552687,66551687,1_NA_peak_46893_lociStitched,chr3,66413259,66413686,66413472,138.215,1,3.546261522,1.518442084,146.7265401,0.000102489
LRP1,chr12,57521276,57523276,57522276,1_NA_peak_15814_lociStitched,chr12,57512296,57513283,57512789,9.487,1,1.525029734,1.219960577,4466.102042,3.48E-73
LRRC1,chr6,53658295,53660295,53659295,2_NA_peak_61906_lociStitched,chr6,53515666,53516734,53516200,143.095,2,2.071346209,0.650322818,1212.020436,3.41E-07
LRRC1,chr6,53658295,53660295,53659295,2_NA_peak_61914_lociStitched,chr6,53617412,53618776,53618094,41.201,1,1.874675148,0.650322818,1212.020436,3.41E-07
LRRC28,chr15,99790567,99792567,99791567,1_NA_peak_24794_lociStitched,chr15,99847539,99848773,99848156,56.589,2,1.841716996,0.528389811,1178.030251,6.33E-05
LTBP1,chr2,33171039,33173039,33172039,1_NA_peak_35390_lociStitched,chr2,32969507,32970296,32969901,202.138,2,2.122367604,1.278219234,22290.21399,6.30E-276
LY96,chr8,74902587,74904587,74903587,2_NA_peak_70279_lociStitched,chr8,74920631,74921707,74921169,17.582,1,1.679023657,3.275994644,440.2556405,5.75E-41
LYPD6B,chr2,149893621,149895621,149894621,1_NA_peak_38108_lociStitched,chr2,149598024,149598371,149598197,296.424,2,2.314256602,1.087372795,266.553969,8.79E-05
MAML3,chr4,141074338,141076338,141075338,2_NA_peak_54033_lociStitched,chr4,140973364,140974314,140973839,101.499,1,1.656077747,1.091213565,1394.19885,6.65E-19
MAML3,chr4,141074338,141076338,141075338,1_NA_peak_54024_lociStitched,chr4,140812178,140812815,140812496,262.842,2,2.460882016,1.091213565,1394.19885,6.65E-19
MAP3K7,chr6,91295764,91297764,91296764,1_NA_peak_62624_lociStitched,chr6,91168297,91168783,91168540,128.224,1,2.343961467,0.504113016,4859.285141,1.07E-14
MAP4K4,chr2,102312312,102314312,102313312,1_NA_peak_37231_lociStitched,chr2,102246702,102247649,102247175,66.137,1,1.932541654,0.78788131,26931.15904,1.43E-108
MAPT,chr17,43970748,43972748,43971748,2_NA_peak_28629_lociStitched,chr17,43945276,43946409,43945842,25.906,1,1.778284141,0.917536104,1462.967648,4.05E-15
3-Mar,chr5,126365500,126367500,126366500,2_NA_peak_58316_lociStitched,chr5,126782699,126786914,126784806,418.306,2,3.696634677,0.883858891,239.1140053,0.004862699
3-Mar,chr5,126365500,126367500,126366500,1_NA_peak_58313_lociStitched,chr5,126273936,126274279,126274107,92.393,1,1.902807954,0.883858891,239.1140053,0.004862699
MB21D2,chr3,192634950,192636950,192635950,1_NA_peak_50478_lociStitched,chr3,192514857,192515098,192514977,120.973,2,1.677784592,0.618228135,2117.931909,3.29E-10
